FID,fid,the_geom,id,area_,perimeter,lagos_,lagos_id,buffer,nome,st_area_sh,st_perimet,auxiliary_,auxiliar_1,auxiliar_2,auxiliar_3,auxiliar_4,auxiliar_5,auxiliar_6,auxiliar_7,auxiliar_8,auxiliar_9,auxiliar10,auxiliar11,auxiliar12,auxiliar13,auxiliar14,auxiliar15,auxiliar16,auxiliar17,auxiliar18,auxiliar19,auxiliar20
CORPOS_DAGUA.1,1,"MULTIPOLYGON (((-47.41577862374834 -15.744551423001724, -47.415699135832924 -15.744645915386275, -47.4156980820259 -15.74464695962479, -47.41569261487629 -15.744647020238105, -47.41569267745096 -15.744652314212447, -47.41568721123384 -15.744652374815312, -47.41568174408404 -15.744652435428376, -47.415676276934214 -15.744652496041306, -47.415676339519166 -15.744657790918968, -47.41567093588665 -15.744663146399116, -47.415665468736506 -15.744663207011815, -47.415660002518976 -15.744663267614033, -47.41565453536878 -15.744663328226459, -47.415654597942535 -15.744668622200937, -47.41564913079218 -15.744668682813248, -47.41564372715861 -15.744674038292857, -47.41563826000805 -15.744674098904913, -47.4156383225921 -15.744679393782704, -47.41563285637403 -15.744679454384306, -47.41562745179642 -15.744684808970687, -47.41562198464551 -15.744684869582375, -47.41561658101077 -15.744690225061472, -47.415611176432414 -15.744695579647548, -47.41560570928115 -15.744695640258866, -47.415600243062514 -15.744695700859713, -47.41560030564567 -15.744700995737645, -47.41559483849423 -15.744701056348708, -47.415589434858305 -15.744706411827277, -47.41558403027877 -15.744711766412829, -47.41557856312698 -15.744711827023528, -47.415573159490314 -15.744717182501788, -47.41556769233833 -15.744717243112234, -47.41556775491006 -15.744722537087027, -47.4155622877579 -15.744722597697363, -47.41555682153837 -15.74472265829722, -47.41555688412052 -15.744727953175314, -47.41555141696818 -15.744728013785394, -47.41554601333034 -15.74473336926313, -47.4155405461778 -15.744733429872957, -47.41553514159621 -15.744738784457564, -47.41552967537613 -15.744738845056803, -47.41552427080475 -15.744744200544453, -47.4155188662331 -15.744749556032003, -47.415513462583135 -15.744754910605865, -47.4155135251643 -15.744760205484114, -47.41550812058128 -15.744765560068235, -47.415508183162345 -15.744770854946498, -47.41550277952225 -15.744776210423462, -47.41549737493856 -15.744781565007406, -47.41549197036526 -15.744786920494509, -47.415492032946 -15.744792215372827, -47.41548662929426 -15.744797569946261, -47.41548122472028 -15.744802925433193, -47.41547035391315 -15.744808340614778, -47.41547041649342 -15.74481363549317, -47.415459483116074 -15.744813756699156, -47.41545954569609 -15.744819051577576, -47.415454141110125 -15.744824406160756, -47.41544873653457 -15.744829761647091, -47.415443270311705 -15.744829822244505, -47.41543780315617 -15.744829882852114, -47.41543786573569 -15.74483517773062, -47.41543239951264 -15.744835238327779, -47.41542693235693 -15.744835298935138, -47.415426994925504 -15.74484059291043, -47.41542152776963 -15.74484065351767, -47.41542159034877 -15.744845948396238, -47.41541612412537 -15.74484600899303, -47.41541618669371 -15.744851302968353, -47.41541078211641 -15.74485665845397, -47.41540537753881 -15.744862013939493, -47.41539997388291 -15.744867368511326, -47.41538910308053 -15.744872784592864, -47.415383698491254 -15.74487813917472, -47.41537829391237 -15.744883494659732, -47.41536742310846 -15.744888910740379, -47.41535655229323 -15.74489432591732, -47.41534568148804 -15.744899741997036, -47.415334872316066 -15.74491045206225, -47.41532400150934 -15.744915868141074, -47.41531313069132 -15.74492128331619, -47.415302259883326 -15.744926699394096, -47.41529685530091 -15.744932054877546, -47.415291450707535 -15.744937409457643, -47.41528598448116 -15.744937470051516, -47.415286047057194 -15.74494276493056, -47.41528057989801 -15.744942825534656, -47.41527517624722 -15.74494818100736, -47.41526977165284 -15.744953535587053, -47.41525890084178 -15.744958951663184, -47.415253496246656 -15.74496430624257, -47.41524809166194 -15.74496966172511, -47.415237220849335 -15.74497507780034, -47.415231754621736 -15.744975138392991, -47.41522635002544 -15.744980492971855, -47.41522094543954 -15.744985848453874, -47.415215541786004 -15.744991203925467, -47.415210074625236 -15.744991264527973, -47.41521013718886 -15.744996558504042, -47.41520467002792 -15.744996619106432, -47.415204732602106 -15.745001913985767, -47.41519926637365 -15.745001974577704, -47.415199328937035 -15.745007268553804, -47.415193924349715 -15.74501262403534, -47.41518858325794 -15.745023273482579, -47.415183178669935 -15.745028628963947, -47.41517230784157 -15.745034044133336, -47.41516690325283 -15.74503939961439, -47.415161499596465 -15.745044755085003, -47.41515062783392 -15.745050170263843, -47.41514522417682 -15.745055525734152, -47.4151398195868 -15.745060881214705, -47.41512894875535 -15.745066296382317, -47.41512360672631 -15.745076945838925, -47.415118203067806 -15.745082301308738, -47.41510733131261 -15.745087717389096, -47.415101865081475 -15.745087777978917, -47.415096460478736 -15.745093132555398, -47.41509105588641 -15.74509848803504, -47.415085589654915 -15.74509854862449, -47.41508565222643 -15.74510384350425, -47.41508024762286 -15.745109198080437, -47.41507484396232 -15.74511455354945, -47.415069439358184 -15.745119908125446, -47.41506950192938 -15.74512520300525, -47.41506409733551 -15.745130558484435, -47.41505869366333 -15.745135913049918, -47.41504782190347 -15.745141329127899, -47.41504241824124 -15.745146684596328, -47.4150425433718 -15.745157273452861, -47.415037138765726 -15.745162628028325, -47.415026267936454 -15.745168044095163, -47.41502086334033 -15.74517339957356, -47.41500999249931 -15.745178814736464, -47.4150045888351 -15.745184170204212, -47.41499371706034 -15.745189585376773, -47.41498284622827 -15.745195001441788, -47.41497744163024 -15.745200356919362, -47.414972037953895 -15.745205711483244, -47.41496116712029 -15.745211127547366, -47.4149502953534 -15.745216543621366, -47.414939487076104 -15.745227253661573, -47.41493408246537 -15.745232608235082, -47.414928678797665 -15.7452379637014, -47.414917807961004 -15.745243379763744, -47.4149123407923 -15.74524344035973, -47.41491240334926 -15.745248734336844, -47.41490693618039 -15.745248794932715, -47.41490699874791 -15.745254089813095, -47.41490706131545 -15.745259384693476, -47.414901595078916 -15.745259445278915, -47.41490165763567 -15.745264739256065, -47.414896253033625 -15.745270094732136, -47.41489084842063 -15.745275449304865, -47.414885444750674 -15.745280804770411, -47.4148801027041 -15.745291454223416, -47.4148746364666 -15.745291514808299, -47.41486929442989 -15.745302165164405, -47.414863889815365 -15.745307519736663, -47.41485848614388 -15.74531287520175, -47.41485854869974 -15.745318169179033, -47.41485314409521 -15.745323524654369, -47.414853205729 -15.74532881954527, -47.4148477394904 -15.745328880129621, -47.41484780204604 -15.745334174106942, -47.41484786461238 -15.745339468987515, -47.41484792716809 -15.745344762964827, -47.414847989734476 -15.745350057845398, -47.4148480523009 -15.745355352725959, -47.41484811485667 -15.745360646703267, -47.41484817742313 -15.745365941583835, -47.41484277281722 -15.74537129705911, -47.414842835372916 -15.745376591036433, -47.414842897939316 -15.745381885916995, -47.41484296049505 -15.74538717989431, -47.4148430230615 -15.745392474774878, -47.41483761845482 -15.74539783025014, -47.414837648958844 -15.74540041175282, -47.414825846742886 -15.745411156293132, -47.41478793610568 -15.745446037445769, -47.41478351349528 -15.745446086462213, -47.4147780463206 -15.745446147055587, -47.41477258007855 -15.745446207638494, -47.414767112903824 -15.745446268231598, -47.414761646661724 -15.745446328814221, -47.41475617948696 -15.745446389407057, -47.41475071231216 -15.745446449999744, -47.41475077487646 -15.745451744880645, -47.41474530863415 -15.745451805462883, -47.41473984145917 -15.745451866055323, -47.414734436848065 -15.745457221528586, -47.414728970605545 -15.745457282110436, -47.41472356598332 -15.745462636680235, -47.41471816230413 -15.745467992142856, -47.41471275768134 -15.74547334671246, -47.414701824262586 -15.745473467885395, -47.41470188682574 -15.74547876276647, -47.41469641964985 -15.74547882335793, -47.41469101596948 -15.745484178820023, -47.41468561134552 -15.745489533389106, -47.414680144169296 -15.745489593980189, -47.414674740488195 -15.745494949441971, -47.41466927331178 -15.7454950100328, -47.4146693358635 -15.745500304010754, -47.41466939842592 -15.745505598891945, -47.41466399381149 -15.745510954363896, -47.414664056363144 -15.745516248341845, -47.41465865268096 -15.745521603803379, -47.41465324806586 -15.745526959275152, -47.4146533106173 -15.745532253253147, -47.41464784437244 -15.745532313833245, -47.41464790693444 -15.745537608714505, -47.414647969485785 -15.745542902692513, -47.41464803204783 -15.745548197573758, -47.4146480946099 -15.745553492455018, -47.414648157161324 -15.745558786433008, -47.41464268998309 -15.745558847023414, -47.41464275254506 -15.74556414190469, -47.41464275705952 -15.745564523981589, -47.414642815107065 -15.745569436785955, -47.414642877658416 -15.745574730763966, -47.41464294022046 -15.74558002564522, -47.41463753559289 -15.745585380213596, -47.41463759815484 -15.745590675094876, -47.41463213190836 -15.745590735674796, -47.414632194470194 -15.745596030556097, -47.41462678984194 -15.745601385124296, -47.41462138522407 -15.74560674059566, -47.41461598153858 -15.74561209605658, -47.41461057690948 -15.745617450624499, -47.41461063947087 -15.745622745505859, -47.41460523577402 -15.74562810006336, -47.41459976859376 -15.745628160652943, -47.41459436397448 -15.745633516123828, -47.41459442653551 -15.745638811005247, -47.41458896028757 -15.745638871584264, -47.414589022837816 -15.745644165562453, -47.414583618217854 -15.745649521033153, -47.414578151036935 -15.745649581622274, -47.41457821358695 -15.745654875600495, -47.41457827614765 -15.745660170481976, -47.41457833870838 -15.745665465363452, -47.41457840125847 -15.745670759341667, -47.41457846381925 -15.745676054223129, -47.41457852638005 -15.745681349104588, -47.4145785889302 -15.7456866430828, -47.41457865149105 -15.745691937964253, -47.41457871404125 -15.745697231942458, -47.41457877660214 -15.74570252682392, -47.41457883916306 -15.745707821705361, -47.414578879205486 -15.745711210718529, -47.414601613179265 -15.745725305243658, -47.41466018509461 -15.745760791047243, -47.414746484253364 -15.745786935795032, -47.41490467039011 -15.745717429542362, -47.41501390796938 -15.745662016352265, -47.41522261483185 -15.745501612596955, -47.41548021722762 -15.745322599159982, -47.41572611710733 -15.74510306344827, -47.415780336159706 -15.744937285111842, -47.41578352580095 -15.744937249747, -47.415788930368926 -15.744931894253238, -47.41579439752576 -15.74493183363644, -47.415799801171296 -15.744926479056057, -47.415805268327944 -15.744926418439004, -47.415805205738536 -15.744921123561985, -47.41581067196237 -15.744921062955157, -47.41581607652915 -15.744915707460864, -47.41582148110634 -15.744910352869734, -47.415826884739914 -15.744904997385603, -47.41583235189587 -15.744904936767949, -47.415832289316526 -15.744899642794275, -47.415837755539684 -15.744899582186854, -47.41584316010517 -15.744894226692065, -47.41584856467038 -15.744888871197185, -47.41584850209068 -15.74488357722356, -47.41585396831334 -15.744883516615781, -47.41585390572285 -15.744878221738935, -47.41585937287798 -15.744878161120706, -47.415859310287374 -15.74487286624388, -47.41586471579493 -15.74486751164163, -47.415864653204224 -15.744862216764822, -47.4158700568461 -15.744856862183177, -47.41587546140966 -15.744851506687839, -47.41588086504029 -15.744846151202754, -47.41588626961397 -15.744840796610482, -47.415897140397874 -15.744835380506187, -47.41590801212446 -15.744829965294336, -47.41591888290711 -15.744824549189113, -47.415924286535834 -15.744819193703188, -47.41592969110759 -15.744813839110076, -47.415935158260694 -15.744813778490196, -47.415940561888696 -15.744808423003969, -47.41594596644905 -15.744803067507306, -47.4159513710198 -15.744797712913796, -47.41595677464695 -15.74479235742728, -47.41596217921713 -15.74478700283358, -47.41596211662424 -15.744781707957095, -47.41596752025071 -15.744776352470405, -47.41596745766841 -15.744771058497205, -47.41597286222711 -15.744765703000091, -47.415978204203014 -15.744755053529714, -47.4159836078284 -15.744749698042758, -47.41598901239682 -15.744744343448632, -47.41598894980342 -15.744739048572244, -47.415988887210034 -15.744733753695852, -47.41599429084529 -15.744728399112002, -47.41599422825181 -15.74472310423563, -47.415999695402235 -15.744723043614465, -47.415999632808635 -15.7447177487381, -47.41599957022574 -15.744712454765002, -47.41600497478216 -15.744707099267394, -47.41600491219918 -15.744701805294307, -47.416004849605535 -15.744696510417963, -47.41601031582256 -15.74469644980697, -47.4160102532288 -15.744691154930646, -47.41602112494444 -15.74468573971458, -47.416026528566974 -15.74468038422694, -47.416031933132544 -15.74467502963213, -47.41603727416017 -15.744664379268078, -47.41603721157652 -15.744659085295089, -47.416042678725056 -15.744659024673084, -47.41604261613062 -15.744653729796873, -47.416048083278994 -15.744653669174754, -47.416048020684435 -15.74464837429854, -47.416053424316 -15.744643019713724, -47.416053361721346 -15.74463772483754, -47.41605876628515 -15.7446323702423, -47.41605870369041 -15.744627075366132, -47.416064170838 -15.744627014743708, -47.416064108243134 -15.744621719867565, -47.416069511873616 -15.744616365282473, -47.41606944927866 -15.744611070406346, -47.41607491642578 -15.744611009783712, -47.41608032004501 -15.744605654295192, -47.4160802574605 -15.744600360322345, -47.41608019486533 -15.74459506544625, -47.41608566201199 -15.744595004823406, -47.416085599427376 -15.744589710850581, -47.41609100397846 -15.744584355351556, -47.41609094138308 -15.74457906047549, -47.41609640759661 -15.74457899986278, -47.416096345011795 -15.744573705889986, -47.41609628241632 -15.744568411013935, -47.41609621982087 -15.744563116137886, -47.4161016869666 -15.744563055514762, -47.41610162438171 -15.744557761541989, -47.41610156178617 -15.744552466665942, -47.416101499201325 -15.744547172693153, -47.41610143660583 -15.744541877817115, -47.416106903750965 -15.744541817193936, -47.416106841155354 -15.744536522317913, -47.41611224478264 -15.744531167732216, -47.41611218218693 -15.74452587285621, -47.41611758674645 -15.744520518260085, -47.416122990362375 -15.744515162770952, -47.41612292776646 -15.74450986789498, -47.4161283323253 -15.744504513298685, -47.416128269729285 -15.744499218422726, -47.41613373687318 -15.744499157799039, -47.41613367427704 -15.744493862923102, -47.416139077902564 -15.744488508336966, -47.41613901530634 -15.744483213461045, -47.416138952720814 -15.744477919488368, -47.416138890124635 -15.744472624612442, -47.41613882752849 -15.744467329736512, -47.416138764943035 -15.744462035763833, -47.416138702346935 -15.744456740887891, -47.41613863975085 -15.744451446011945, -47.416138577165476 -15.744446152039265, -47.41613851456944 -15.744440857163312, -47.41613845198411 -15.744435563190626, -47.41613838938812 -15.744430268314673, -47.41614379393402 -15.744424912815056, -47.41614373134862 -15.744419618842375, -47.41614913495081 -15.744414262449766, -47.416154539496034 -15.74440890694997, -47.41615988145524 -15.744398257477462, -47.41616528507782 -15.744392902891084, -47.41617068962207 -15.744387547391018, -47.41617062702545 -15.74438225251517, -47.41617603157998 -15.744376897918283, -47.416181435190914 -15.744371542428382, -47.416181372604754 -15.744366248455826, -47.416186777147935 -15.744360892955509, -47.41619218075819 -15.744355537465433, -47.41619211817183 -15.744350243492905, -47.41619752271431 -15.744344887992415, -47.416197460117175 -15.744339593116651, -47.41620292725651 -15.744339532491828, -47.41620833087648 -15.744334177904733, -47.41620826827911 -15.744328883029011, -47.416213672831304 -15.7443235284315, -47.41621361023385 -15.74431823355578, -47.41621907737256 -15.74431817293063, -47.416219014774974 -15.744312878054938, -47.41622441839385 -15.744307523467592, -47.41622435579618 -15.744302228591923, -47.41622982293441 -15.744302167966563, -47.41622976033662 -15.744296873090901, -47.416235163954816 -15.744291518503383, -47.41623510135693 -15.74428622362774, -47.41624050590736 -15.7442808690298, -47.41624591044684 -15.744275513528512, -47.416245847848735 -15.744270218652908, -47.416245785261346 -15.744264924680548, -47.41624572266329 -15.744259629804937, -47.41624566006526 -15.74425433492931, -47.41624559747794 -15.744249040956952, -47.416245534879955 -15.744243746081327, -47.416250938496496 -15.744238391493651, -47.41625087589842 -15.744233096618043, -47.41625628043651 -15.744227741116697, -47.41626168498499 -15.744222386518494, -47.41626708858987 -15.744217031027286, -47.416267026002146 -15.744211737054993, -47.41627243053927 -15.744206381553363, -47.416277834143465 -15.744201026061983, -47.41628330127879 -15.744200965435665, -47.416288705825856 -15.74419561083698, -47.41629410942933 -15.744190255345286, -47.41629404683034 -15.74418496046983, -47.41629951396516 -15.744184899843159, -47.41630491757874 -15.744179545254532, -47.416310322114 -15.744174189752211, -47.41631025952534 -15.744168895780064, -47.41631572665967 -15.744168835153049, -47.41631566406021 -15.744163540277667, -47.41631560146077 -15.744158245402268, -47.416315538872034 -15.74415295143013, -47.41631547627265 -15.744147656554743, -47.41631541367328 -15.744142361679346, -47.41631535108462 -15.744137067707207, -47.416309883951136 -15.744137128334087, -47.41630982135196 -15.744131833458667, -47.4163043542186 -15.744131894085395, -47.41629882542967 -15.744126660729433, -47.41629876283082 -15.744121365853948, -47.4162932956977 -15.744121426480362, -47.41629323309902 -15.744116131604867, -47.416287766898655 -15.744116192220776, -47.416282299765626 -15.74411625284689, -47.41627683263257 -15.744116313472874, -47.41627130384472 -15.744111080116042, -47.41626849841656 -15.744108424595892, -47.416265774113825 -15.744105845866118, -47.416260307913625 -15.744105906481304, -47.41625484078076 -15.744105967106696, -47.41625477818314 -15.744100672231044, -47.41624931105039 -15.744100732856273, -47.41624378226362 -15.744095499498577, -47.41623831513097 -15.744095560123519, -47.41623284799829 -15.744095620748313, -47.41622738179822 -15.744095681362632, -47.4162219146655 -15.744095741987161, -47.41621644846539 -15.744095802601207, -47.41621098133261 -15.744095863225457, -47.41620551419982 -15.744095923849574, -47.41620004799964 -15.744095984463208, -47.416200110585145 -15.744101278435824, -47.416194643452165 -15.744101339059688, -47.41618917631915 -15.744101399683414, -47.41618923891508 -15.74410669455932, -47.41618377271454 -15.74410675517259, -47.416183835310356 -15.744112050048516, -47.416178430762024 -15.744117404644706, -47.41617302715673 -15.74412276013371, -47.41616756002306 -15.74412282075697, -47.41616762261851 -15.744128115632968, -47.41616221806934 -15.744133470228865, -47.41616228066471 -15.744138765104866, -47.41615687704777 -15.744144119690342, -47.41615140991347 -15.744144180313281, -47.41615147250859 -15.74414947518932, -47.41614600537412 -15.744149535812141, -47.416140601767125 -15.744154891300564, -47.416137067062195 -15.744154930495315, -47.41613513463247 -15.744154951923134, -47.41612973101436 -15.74416030650809, -47.41612426387951 -15.744160367130412, -47.416124326474005 -15.744165662006557, -47.41611885933899 -15.74416572262876, -47.41611345573083 -15.744171078116661, -47.416113518314404 -15.744176372089576, -47.41610805117906 -15.744176432711553, -47.41610811377319 -15.74418172758775, -47.41610264757033 -15.744181788199263, -47.416097243018 -15.744187142793958, -47.4160973056119 -15.744192437670186, -47.41609183847606 -15.744192498291813, -47.416086372272844 -15.744192558902963, -47.416086434866486 -15.74419785377924, -47.416080967730466 -15.74419791440061, -47.41608103031331 -15.744203208373646, -47.41607556317711 -15.744203268994907, -47.416075625770524 -15.744208563871215, -47.416070222160094 -15.744213919358339, -47.41606475502357 -15.744213979979373, -47.416059351402026 -15.744219334563024, -47.416053946858234 -15.74422469006019, -47.416054009440494 -15.744229984033323, -47.41604854230348 -15.744230044654005, -47.4160486048963 -15.744235339530402, -47.416043138691755 -15.744235400140626, -47.41604320128446 -15.744240695017043, -47.4160377341471 -15.744240755637492, -47.416037796729015 -15.744246049610673, -47.4160323295915 -15.744246110231014, -47.41603239218397 -15.744251405107471, -47.41603245476579 -15.744256699080665, -47.41602705115299 -15.744262054567049, -47.416027113745386 -15.74426734944351, -47.416027176327134 -15.744272643416725, -47.41602170918887 -15.744272704036895, -47.416021771781175 -15.744277998913377, -47.41601630557538 -15.74427805952309, -47.416016368167575 -15.744283354399592, -47.41601096361037 -15.7442887089928, -47.41601102620246 -15.744294003869324, -47.41600555906355 -15.74429406448917, -47.416000155438425 -15.744299419071833, -47.416000218030284 -15.744304713948393, -47.41599475089106 -15.744304774568013, -47.4159948134828 -15.744310069444579, -47.4159893463434 -15.744310130064074, -47.41598940892435 -15.744315424037417, -47.41598400530893 -15.744320779523068, -47.41598406790046 -15.744326074399682, -47.41597866334133 -15.744331428992345, -47.41597325972522 -15.744336784477822, -47.41597338489721 -15.744347373327855, -47.415967917756724 -15.744347433946952, -47.41596798034795 -15.744352728823607, -47.41596251320731 -15.74435278944259, -47.41596257578774 -15.744358083416016, -47.415957109579566 -15.744358144024549, -47.41595717217056 -15.744363438901248, -47.41595170502958 -15.744363499520002, -47.41595176762045 -15.744368794396715, -47.41595183020067 -15.744374088370172, -47.41594636399203 -15.74437414897849, -47.415946426582806 -15.744379443855225, -47.41594095944135 -15.744379504473768, -47.415941022021336 -15.744384798447262, -47.415935554879724 -15.744384859065686, -47.41593561747027 -15.744390153942456, -47.41593015126113 -15.744390214550428, -47.41593021385155 -15.74439550942722, -47.415924746709614 -15.744395570045418, -47.415924809289244 -15.744400864018974, -47.415919342147134 -15.744400924637054, -47.41591940473733 -15.744406219513873, -47.41591400110709 -15.744411574095084, -47.41590859655461 -15.7444169295898, -47.415908659144584 -15.744422224466659, -47.41590319293448 -15.744422285074075, -47.41590325551366 -15.7444275790477, -47.415897850960505 -15.744432934542246, -47.41589791355027 -15.74443822941913, -47.415892508986026 -15.744443584010336, -47.415892571575704 -15.744448878887242, -47.4158871679437 -15.744454233468028, -47.41588717554585 -15.74445487658512, -47.41577862374834 -15.744551423001724)))",1,7281.64013672,611.38897705,26,29,50,,8425.19362026,595.12853837,,,,,,,,,,,,,,,,,,,,,
CORPOS_DAGUA.2,2,"MULTIPOLYGON (((-47.41738730060998 -15.574182369888351, -47.417429064118906 -15.574154809538758, -47.41748215962215 -15.574050337093329, -47.417544601342705 -15.573923176465632, -47.41763706365918 -15.573773102297551, -47.417720300185614 -15.57366829864008, -47.41783658663327 -15.573612817872299, -47.417929365092654 -15.573539527714685, -47.417931260473225 -15.573440134743871, -47.417908402287196 -15.573390699853059, -47.41786317348016 -15.573346027691958, -47.41779789157115 -15.573292542032167, -47.41770936446739 -15.573293514754196, -47.41768436909539 -15.57344736454829, -47.41757987730045 -15.57350271563951, -47.41749632387556 -15.573580421226549, -47.41747136808569 -15.573725236749919, -47.41743506625897 -15.57393341376611, -47.417400885241584 -15.574073814631745, -47.41738730060998 -15.574182369888351)))",2,1937.7800293,247.39500427,5,4,50,,1937.78040078,247.3951263,,,,,,,,,,,,,,,,,,,,,
